,x,a,-a,area,area_m,u_bar_low,u_bar_high,dyn_pre_low,dyn_pre_high,pp_high,pp_low,pp_high_lbound,pp_high_ubound,pp_low_lbound,pp_low_ubound
0,0.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
1,0.1,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
2,0.2,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
3,0.30000000000000004,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
4,0.4,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
5,0.5,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
6,0.6000000000000001,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
7,0.7000000000000001,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
8,0.8,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
9,0.9,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
10,1.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
11,1.1,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
12,1.2000000000000002,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
13,1.3,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
14,1.4000000000000001,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
15,1.5,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
16,1.6,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
17,1.7000000000000002,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
18,1.8,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
19,1.9000000000000001,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
20,2.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
21,2.1,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
22,2.2,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
23,2.3000000000000003,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
24,2.4000000000000004,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
25,2.5,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
26,2.6,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
27,2.7,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
28,2.8000000000000003,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
29,2.9000000000000004,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
30,3.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
31,3.1,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
32,3.2,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
33,3.3000000000000003,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
34,3.4000000000000004,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
35,3.5,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
36,3.6,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
37,3.7,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
38,3.8000000000000003,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
39,3.9000000000000004,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
40,4.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
41,4.1000000000000005,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
42,4.2,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
43,4.3,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
44,4.4,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
45,4.5,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
46,4.6000000000000005,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
47,4.7,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
48,4.800000000000001,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
49,4.9,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
50,5.0,9.45,-9.45,338.30999999999995,0.0003383099999999999,0.23942537909018363,0.437468593893175,28.66225607623907,95.68938532143584,3483.010614678564,2951.997743923761,3478.226145412492,3487.7950839446357,2951.137876241474,2952.857611606048
